Individual ID,Age,Gender,Party Registration,Q1,Q2,Q3,Q4,Q5,Q6,Q7
1259,60,F,D,1,1,1,1,1,1,1
1260,70,F,R,3,1,5,1,1,2,2
1261,64,M,R,1,4,3,4,2,3,3
1262,65,F,D,1,1,1,1,1,1,1
1263,82,F,D,1,1,1,1,1,3,1
1264,72,M,R,1,2,3,2,2,2,3
1265,85,F,R,1,5,5,4,2,2,2
1266,77,M,R,1,2,3,2,2,2,2
1267,71,F,I,1,2,2,2,2,2,3
1268,69,F,D,1,1,1,1,2,1,1
1269,51,F,R,5,2,3,2,2,2,2
1270,73,F,R,1,2,2,2,2,2,2
1271,69,F,R,1,2,2,2,2,2,2
1272,72,M,I,1,4,2,2,2,2,3
1273,62,F,D,1,2,1,1,2,3,1
1274,65,F,D,2,1,1,1,1,1,1
1275,66,F,D,1,1,1,1,1,2,1
1276,66,M,I,1,1,1,1,1,2,3
1277,93,F,D,2,1,1,1,1,1,1
1278,83,F,D,1,1,1,1,1,1,1
1279,61,F,R,1,1,3,2,1,3,3
1280,75,M,R,1,2,2,2,2,2,2
1281,67,M,D,1,1,1,1,1,1,1
1282,80,F,R,1,2,3,1,2,2,2
1283,68,F,R,1,1,3,2,1,3,3
1284,78,F,R,1,2,5,2,2,2,2
1285,66,F,D,1,1,1,1,1,2,1
1286,85,M,R,1,2,2,2,2,2,2
1287,55,F,R,3,1,1,1,1,2,1
1288,85,M,D,1,1,1,1,1,1,1
1289,47,M,R,1,3,3,3,2,2,2
1290,91,M,R,1,4,2,2,2,2,2
1291,83,F,I,5,1,1,1,1,1,3
1292,84,F,R,1,2,2,2,2,2,2
1293,67,F,D,1,1,1,1,1,2,1
1294,68,M,R,1,2,2,2,3,3,2
1295,46,M,R,1,2,2,2,2,2,2
1296,78,M,R,1,1,1,1,1,1,1
1297,65,M,R,2,2,3,2,2,2,3
1298,58,F,D,1,1,1,1,1,3,1
1299,62,M,D,2,2,3,2,2,3,3
1300,25,M,D,6,3,5,4,3,3,3
1301,88,M,R,1,2,2,2,2,2,2
1302,66,F,D,2,1,1,1,1,1,1
1303,63,F,R,1,2,1,1,2,2,3
1304,54,F,D,2,1,1,1,1,3,1
1305,77,F,D,1,1,3,1,1,1,3
1306,62,M,D,1,1,1,1,1,2,1
1307,80,M,D,1,1,1,1,1,1,1
1308,74,F,R,3,2,3,2,2,2,2
1309,90,F,R,4,2,2,2,3,2,2
1310,78,F,R,1,2,1,1,2,2,2
1311,57,F,R,1,4,2,2,1,3,3
1312,84,F,D,1,1,3,1,1,3,1
1313,68,F,D,1,1,1,1,1,1,1
1314,68,F,R,1,4,2,2,2,2,3
1315,66,F,R,2,1,1,1,1,1,3
1316,45,F,R,1,1,1,1,1,1,1
1317,85,F,D,3,1,1,1,1,1,1
1318,54,F,R,1,2,2,2,2,2,2
1319,58,M,R,2,1,1,1,1,1,2
1320,67,M,R,1,2,3,2,2,2,2
1321,84,F,D,3,4,1,1,3,3,4
1322,63,M,D,2,1,3,4,1,1,3
1323,56,F,R,1,2,2,2,2,2,2
1324,77,F,R,1,2,2,2,2,2,2
1325,65,F,D,1,1,1,1,1,2,3
1326,75,M,D,2,1,1,1,1,1,1
1327,74,M,R,1,1,1,1,1,2,3
1328,61,F,D,1,1,1,1,1,1,1
1329,50,M,D,1,1,1,1,1,3,1
1330,75,F,D,2,1,3,1,1,3,1
1331,50,M,I,1,4,2,2,2,2,4
1332,75,F,D,2,4,5,1,2,2,3
1333,89,M,R,1,2,3,1,2,2,2
1334,77,M,R,5,1,3,4,1,2,3
1335,70,F,R,1,4,3,4,3,5,3
1336,60,F,I,1,1,1,1,1,2,3
1337,85,F,R,1,2,2,1,1,2,2
1338,53,M,R,1,1,3,4,2,2,3
1339,79,F,R,1,2,1,2,2,2,2
1340,51,M,D,1,1,1,1,1,1,1
1341,76,F,R,1,2,3,1,2,2,2
1342,78,F,R,1,4,2,2,2,2,4
1343,72,M,R,1,2,3,2,2,2,2
1344,74,F,R,1,4,2,2,2,2,3
1345,72,F,D,3,1,5,1,1,1,3
1346,69,F,R,1,2,1,2,2,2,2
1347,58,M,D,2,4,3,4,3,2,3
1348,66,M,R,1,4,3,4,1,2,2
1349,67,F,R,1,1,1,1,1,3,2
1350,34,F,I,4,4,5,4,3,4,4
1351,53,M,I,1,1,1,1,1,1,3
1352,89,M,I,1,2,1,1,2,2,3
1353,53,F,D,1,1,1,1,1,2,3
1354,75,M,D,1,1,1,1,1,1,1
1355,78,M,D,2,1,1,1,3,1,1
1356,89,F,D,1,4,1,1,1,1,1
1357,96,M,D,3,1,1,1,1,3,1
1358,55,M,D,1,2,3,2,2,2,3
1359,66,M,R,1,4,2,2,2,2,2
1360,58,F,I,1,1,1,1,1,1,1
1361,51,F,D,1,2,1,1,2,2,2
1362,78,M,I,2,2,2,2,2,2,2
1363,71,M,R,1,2,3,2,2,2,3
1364,52,F,R,1,2,2,2,2,2,2
1365,68,F,D,1,1,1,1,1,2,1
1366,72,F,D,1,2,2,2,2,2,2
1367,52,F,I,1,2,2,2,2,3,2
1368,75,F,R,1,2,1,2,2,2,2
1369,62,F,R,1,2,3,2,2,2,2
1370,93,F,I,4,1,1,1,2,1,1
1371,76,M,D,1,4,5,1,2,3,1
1372,68,F,R,4,2,2,2,2,2,3
1373,74,M,R,1,1,2,2,1,2,3
1374,86,F,R,1,1,2,2,1,2,2
1375,96,M,D,2,1,1,1,2,1,3
1376,77,F,D,1,1,1,1,1,1,1
1377,76,M,R,1,2,1,1,1,2,3
1378,70,F,D,1,1,1,1,1,1,1
1379,85,M,R,1,2,2,2,2,2,2
1380,62,F,R,1,2,1,1,2,2,2
1381,85,F,R,1,2,2,2,2,1,2
1382,93,F,R,1,2,2,2,2,2,2
1383,43,F,R,2,1,2,2,1,2,2
1384,65,F,D,1,1,1,1,1,1,1
1385,44,F,R,1,2,1,1,2,2,2
1386,71,F,D,2,1,2,1,1,1,1
1387,66,F,D,1,1,1,1,1,1,3
1388,69,F,I,1,4,3,1,2,1,1
1389,47,M,R,1,1,2,2,1,2,3
1390,70,M,D,3,1,1,1,1,3,1
1391,40,F,R,3,2,2,2,2,2,2
1392,81,F,D,1,1,1,1,1,1,1
1393,73,F,I,1,2,2,2,2,2,3
1394,55,F,D,3,2,1,2,2,2,3
1395,81,F,D,1,1,1,1,1,1,1
1396,91,F,D,3,1,1,1,1,1,1
1397,54,F,R,2,3,3,2,2,2,2
1398,51,F,D,1,1,1,1,1,1,1
1399,69,F,R,2,2,2,2,2,2,3
1400,68,F,R,1,2,3,2,2,2,2
1401,57,F,R,1,2,2,2,2,2,2
1402,86,F,D,1,1,3,4,1,2,1
1403,53,F,R,1,2,2,2,2,2,2
1404,39,F,D,2,1,1,1,1,1,1
1405,63,F,R,1,2,3,1,2,2,2
1406,67,M,D,1,1,1,1,1,3,1
1407,40,F,I,5,1,1,1,1,1,3
1408,100,F,R,4,2,4,1,2,2,3
1409,68,F,R,2,4,2,2,2,2,1
1410,100,F,R,4,1,1,1,1,3,3
1411,86,F,R,2,2,2,2,2,2,2
1412,69,F,D,1,1,1,1,1,1,1
1413,63,F,I,1,4,3,2,2,4,3
1414,39,M,I,1,2,3,1,2,2,3
1415,80,F,R,1,2,2,2,2,2,3
1416,81,M,D,1,1,1,1,1,1,1
1417,85,F,D,4,1,3,1,1,1,3
1418,58,F,R,1,1,3,2,3,1,2
1419,69,F,D,1,2,1,1,2,1,3
1420,45,F,R,1,4,5,1,2,1,1
1421,44,F,R,1,4,2,2,2,2,2
1422,79,M,I,5,2,2,2,2,2,3
1423,86,F,R,1,2,3,2,2,3,3
1424,65,F,D,1,2,2,2,2,2,2
1425,68,M,I,1,2,3,1,2,2,3
1426,49,M,D,1,2,3,1,2,2,1
1427,69,F,D,1,1,1,1,1,2,3
1428,70,M,I,1,1,1,1,1,1,3
1429,83,F,D,1,1,1,1,1,1,1
1430,56,F,R,2,2,2,2,2,2,2
1431,79,F,R,1,2,2,2,2,2,2
1432,77,F,I,3,2,3,2,2,1,3
1433,44,F,I,1,2,2,2,2,2,3
1434,78,F,R,1,2,2,2,2,2,2
1435,68,F,R,3,2,2,2,1,2,2
1436,85,F,D,1,1,1,1,1,1,1
1437,53,F,I,1,2,2,2,2,2,3
1438,64,F,R,1,1,2,2,1,2,1
1439,84,F,R,1,2,3,2,2,2,3
1440,55,F,R,4,2,2,2,2,2,2
1441,65,F,R,1,1,2,2,2,2,2
1442,92,F,R,1,2,2,2,2,2,2
1443,76,F,D,1,1,1,1,1,1,1
1444,69,F,D,1,1,1,1,1,1,3
1445,74,F,R,2,2,3,2,2,3,2
1446,62,F,D,1,1,1,1,1,1,1
1447,62,F,R,1,2,2,2,2,2,2
1448,68,M,I,3,1,3,1,1,2,1
1449,86,F,R,1,2,2,2,2,2,2
1450,49,M,R,1,2,2,2,2,2,2
1451,72,M,R,1,2,2,2,2,2,2
1452,64,M,D,1,1,1,1,3,1,1
1453,57,F,R,3,1,1,1,1,1,1
1454,65,F,R,1,1,1,1,1,1,1
1455,68,F,R,1,2,3,2,2,2,2
1456,72,F,I,2,2,3,2,1,2,2
1457,58,M,R,1,2,3,1,2,2,2
1458,70,F,R,1,1,1,1,1,2,1
1459,84,F,R,1,2,2,2,2,2,2
1460,70,F,I,1,4,1,1,2,3,3
1461,70,M,R,1,2,2,2,2,2,3
1462,44,F,D,1,1,1,1,1,1,1
1463,81,M,R,1,2,2,2,2,2,2
1464,77,F,D,1,1,1,1,1,2,3
1465,64,M,D,1,4,2,2,2,2,2
1466,41,F,R,2,2,2,2,2,2,2
1467,89,F,R,1,2,1,2,2,2,2
1468,72,F,D,1,1,1,1,1,1,1
1469,75,F,R,1,2,2,2,2,2,3
1470,53,M,D,1,1,1,1,1,3,1
1471,79,F,I,1,2,3,2,2,2,3
1472,67,F,R,1,2,2,2,2,2,2
1473,58,F,R,1,4,2,2,2,2,2
1474,50,F,R,5,1,1,1,1,3,3
1475,59,F,R,2,2,2,2,2,2,2
1476,49,F,D,1,1,1,1,1,1,1
1477,58,F,D,2,1,1,1,1,1,1
1478,61,F,R,1,2,2,2,2,2,2
1479,60,M,R,6,2,5,1,1,2,2
1480,59,M,R,1,2,2,2,2,2,3
1481,58,F,R,3,2,2,2,2,2,2
1482,63,M,I,1,1,1,1,1,1,3
1483,66,F,D,1,1,1,1,1,1,1
1484,85,F,D,1,1,1,1,1,1,1
1485,84,F,D,3,2,3,4,2,2,1
1486,62,M,D,4,1,1,1,1,1,1
1487,74,F,R,1,2,2,2,2,2,2
1488,78,F,D,1,1,1,1,3,1,1
1489,86,F,I,4,2,2,2,2,2,2
1490,80,M,R,4,1,2,2,1,2,2
1491,35,F,D,1,1,1,1,1,1,1
1492,52,M,D,1,1,1,1,1,1,1
1493,81,F,R,1,2,2,2,2,3,2
1494,70,F,R,2,1,1,1,1,2,3
1495,70,M,D,1,1,1,1,3,1,1
1496,74,F,R,1,2,2,2,2,2,3
1497,53,F,D,1,1,1,1,1,2,1
1498,89,M,D,1,1,1,1,2,1,1
1499,62,F,R,2,2,5,3,2,2,3
1500,41,F,R,3,2,2,2,2,2,2
1501,79,F,R,2,2,3,2,2,2,3
1502,60,M,D,1,1,1,1,1,1,1
1503,51,F,R,5,2,3,1,2,2,3
1504,86,F,R,1,1,3,2,2,2,3
1505,80,M,R,1,2,2,2,2,2,2
1506,73,M,R,1,2,3,4,2,2,3
1507,74,F,D,1,1,3,3,2,2,3
1508,85,F,R,1,2,2,2,1,2,3
1509,66,F,R,1,1,3,1,1,2,2
1510,86,M,R,1,2,2,2,2,2,2
1511,89,M,R,1,1,3,1,1,2,3
1512,83,F,D,1,1,1,1,1,1,1
1513,75,F,D,1,1,1,1,1,1,1
1514,56,F,R,1,2,2,2,2,2,2
1515,78,M,R,1,1,1,1,1,1,3
1516,86,F,R,1,2,2,2,2,2,2
1517,70,F,R,1,1,3,1,1,2,3
1518,81,F,D,1,2,2,2,2,2,3
1519,68,F,D,1,4,3,4,2,2,2
1520,69,F,I,1,4,3,1,2,1,3
1521,60,F,D,2,1,1,1,1,1,1
1522,73,M,R,1,1,1,1,1,2,2
1523,66,F,D,5,2,1,1,2,2,1
1524,88,F,D,5,1,1,1,1,3,1
1525,64,F,R,1,2,2,2,2,2,2
1526,72,M,I,3,2,2,2,2,3,3
1527,62,F,D,1,2,2,2,2,2,4
1528,55,F,D,1,1,1,1,1,3,1
1529,38,M,R,1,2,3,2,2,1,2
1530,75,F,D,1,1,1,1,1,1,1
1531,73,M,R,1,2,2,2,2,2,2
1532,75,F,D,5,4,5,3,1,2,4
1533,65,F,I,1,1,3,1,2,2,3
1534,92,F,D,2,1,1,1,1,2,1
1535,59,M,I,1,1,1,1,1,3,3
1536,70,F,R,1,1,1,1,1,1,1
1537,82,M,I,6,2,2,2,2,2,2
1538,72,F,R,1,2,2,2,2,2,3
1539,69,M,R,3,4,5,4,2,3,2
1540,67,F,I,1,2,2,2,2,2,3
1541,88,F,R,1,2,1,1,2,2,2
1542,76,M,D,1,1,1,1,1,3,3
1543,79,F,D,1,1,1,1,1,2,3
1544,65,M,I,1,1,1,1,1,1,3
1545,76,F,D,1,1,1,1,1,1,1
1546,54,F,R,1,1,1,1,1,1,1
1547,80,F,R,1,1,1,1,1,3,1
1548,62,M,R,5,2,2,2,2,2,2
1549,36,F,D,1,1,1,1,1,2,2
1550,71,F,R,1,2,2,2,2,2,3
1551,44,M,R,5,2,3,2,2,2,3
1552,85,M,R,4,4,3,2,1,1,1
1553,82,M,R,1,2,2,2,2,3,2
1554,76,F,I,1,2,2,2,2,2,3
1555,59,F,R,1,2,2,2,2,2,2
1556,69,F,R,1,2,2,2,2,2,2
1557,51,F,D,1,1,1,1,1,1,1
1558,77,F,D,1,4,1,1,2,3,1
1559,73,M,I,1,1,3,2,1,2,3
1560,77,M,D,3,1,3,4,3,3,4
1561,80,F,D,1,1,3,1,1,2,3
1562,70,F,R,1,2,2,2,2,2,2
1563,78,F,I,1,2,2,2,2,2,2
1564,63,F,R,4,2,2,2,2,2,2
1565,33,M,D,3,1,1,1,1,2,1
1566,46,F,D,2,2,3,1,2,2,1
1567,71,F,D,1,4,3,1,1,2,1
1568,73,F,D,6,1,5,1,1,1,1
1569,64,M,I,1,2,3,2,2,2,3
1570,82,M,R,1,2,5,4,1,2,2
1571,79,F,I,1,1,1,1,1,1,3
1572,81,F,I,1,2,3,1,2,2,3
1573,61,F,I,2,1,3,4,1,2,1
1574,86,F,I,1,2,3,2,2,2,3
1575,82,F,R,1,4,2,2,2,2,2
1576,69,F,D,1,1,1,1,1,2,1
1577,54,F,D,1,1,1,1,1,1,1
1578,67,M,R,1,2,3,1,2,2,3
1579,86,M,R,1,2,2,2,2,2,3
1580,77,F,D,1,1,3,1,1,1,3
1581,65,F,R,1,2,2,2,2,2,2
1582,70,F,R,1,2,2,2,2,2,2
1583,79,F,R,1,2,3,2,1,2,2
1584,64,F,I,1,2,2,2,2,2,3
1585,56,F,R,1,2,2,2,2,2,3
1586,80,F,R,1,2,2,2,2,2,3
1587,65,M,D,1,1,1,1,2,2,1
1588,68,F,D,1,1,1,1,1,1,1
1589,61,F,I,1,2,1,1,2,2,3
1590,60,F,I,1,2,3,2,2,2,3
1591,61,F,D,1,1,1,1,1,1,1
1592,55,F,D,1,1,3,1,1,1,3
1593,71,M,R,1,2,3,2,2,2,2
1594,75,F,R,1,2,2,2,2,2,2
1595,58,F,R,1,4,3,2,2,2,3
1596,86,F,D,1,1,1,1,1,1,1
1597,57,F,R,1,2,3,2,2,2,2
1598,74,F,I,1,2,2,2,3,2,3
1599,78,M,R,2,4,3,4,2,2,2
1600,68,F,R,3,4,2,2,1,2,4
1601,45,F,D,1,1,5,1,1,3,1
1602,80,F,R,1,2,1,1,2,2,2
1603,76,F,D,2,1,1,1,1,3,1
1604,78,F,I,1,4,3,1,1,2,3
1605,85,F,D,6,4,5,4,2,2,3
1606,52,F,I,1,2,3,2,2,2,3
1607,70,F,D,1,1,1,1,1,2,1
1608,65,F,R,1,2,3,2,2,2,3
1609,71,F,D,1,1,1,1,1,3,1
1610,85,F,R,1,2,2,2,2,2,2
1611,60,F,D,1,2,2,2,2,2,1
1612,81,F,D,1,1,1,1,1,1,1
1613,73,F,I,1,2,3,1,1,2,3
1614,64,M,D,1,1,1,1,1,2,1
1615,54,F,D,3,1,1,1,1,3,1
1616,79,F,D,1,1,1,1,1,1,1
1617,60,F,D,1,2,1,1,2,2,3
1618,59,M,I,1,1,1,1,1,1,3
1619,40,F,D,1,2,2,2,2,2,2
1620,63,F,R,1,2,1,1,2,2,2
1621,98,M,D,4,4,5,4,2,1,1
1622,72,F,D,2,1,1,1,1,1,1
1623,76,M,D,1,1,1,1,1,1,1
1624,83,F,D,3,1,2,2,1,2,3
1625,52,M,R,1,2,3,1,1,2,2
1626,69,F,D,2,1,1,1,1,1,1
1627,83,F,R,3,2,3,2,2,2,3
1628,68,M,R,1,2,2,2,2,2,3
1629,82,M,R,3,2,3,2,2,2,2
1630,80,F,I,1,4,2,2,3,2,4
1631,69,F,I,1,1,1,1,1,1,3
1632,71,F,R,1,2,2,2,2,2,2
1633,69,F,R,1,2,3,2,2,2,2
1634,87,F,D,1,1,1,1,1,2,1
1635,86,M,D,1,4,3,1,2,3,3
1636,62,M,D,3,1,1,1,1,3,1
1637,85,F,D,1,4,2,2,2,2,3
1638,84,F,R,1,2,3,4,2,2,2
1639,60,F,D,1,1,1,1,1,1,1
1640,81,F,I,2,1,1,1,3,1,1
1641,68,M,R,1,2,1,1,2,2,2
1642,61,F,D,3,2,1,2,2,1,2
1643,50,F,R,3,2,2,2,2,2,2
1644,60,F,I,1,1,1,1,1,2,3
1645,65,M,I,1,1,1,1,1,1,1
1646,71,M,R,1,2,2,2,1,1,2
1647,45,F,I,1,2,2,2,2,2,2
1648,65,M,I,1,2,1,1,1,3,3
1649,56,F,R,2,1,3,1,1,3,3
1650,64,M,D,1,1,1,1,1,2,1
1651,57,M,D,1,1,1,1,1,1,1
1652,81,M,D,1,1,1,1,1,1,1
1653,79,M,R,1,2,2,2,2,2,3
1654,90,M,R,1,2,2,2,2,2,2
1655,66,F,D,1,1,1,1,1,1,1
1656,48,F,R,1,1,1,1,1,1,1
1657,71,M,I,1,1,1,1,1,1,3
1658,59,F,R,1,1,2,2,1,2,2
1659,49,F,D,2,4,3,2,2,2,3
1660,35,F,D,2,1,1,1,1,1,1
1661,86,F,I,1,2,2,2,2,2,3
1662,70,F,I,1,1,1,1,1,1,3
1663,73,M,R,1,2,2,2,2,2,2
1664,64,F,D,1,2,1,1,2,1,1
1665,86,M,R,2,2,1,2,2,2,2
1666,90,M,I,1,2,3,4,2,3,3
1667,65,F,D,1,1,1,1,1,1,3
1668,62,M,R,1,2,2,2,2,2,3
1669,71,F,R,4,2,2,2,2,2,2
1670,56,M,R,1,2,2,2,2,2,2
1671,78,M,R,3,2,2,2,2,2,2
1672,88,F,D,1,1,1,1,1,1,1
1673,70,F,D,1,1,1,1,1,1,1
1674,57,F,I,2,2,2,2,2,2,3
1675,69,M,D,3,1,1,1,1,1,1
1676,36,M,I,1,2,2,2,2,1,3
1677,63,M,R,1,2,3,2,2,2,2
1678,74,M,I,2,4,2,2,2,2,3
1679,48,F,R,2,2,3,2,2,2,2
1680,64,F,D,1,1,1,1,1,1,1
1681,60,F,I,5,1,1,1,1,3,3
1682,62,F,D,1,1,1,1,1,2,3
1683,67,F,D,1,2,2,2,2,2,3
1684,64,F,D,1,1,1,1,1,1,1
1685,43,M,I,1,2,2,2,2,2,3
1686,64,F,R,1,2,2,2,2,2,2
1687,87,F,I,1,1,1,1,2,1,3
1688,82,F,R,4,2,2,2,2,2,3
1689,90,F,R,1,1,3,4,1,1,3
1690,84,F,I,1,4,2,2,2,2,2
1691,87,F,D,1,2,3,1,2,1,4
1692,87,F,R,1,3,1,4,2,2,2
1693,84,F,I,1,2,2,2,2,2,2
1694,44,F,I,1,2,2,2,2,2,2
1695,53,F,I,2,1,1,1,1,2,3
1696,74,M,R,1,2,2,2,2,2,2
1697,90,M,R,1,2,2,2,2,2,2
1698,53,M,R,1,2,3,2,2,2,2
1699,77,F,R,1,2,3,4,2,2,2
1700,89,M,R,1,2,2,2,2,2,2
1701,88,F,D,1,1,1,1,1,1,1
1702,93,M,D,2,1,1,1,1,3,1
1703,59,F,R,1,2,2,2,2,2,2
1704,42,M,R,4,1,1,1,3,3,3
1705,74,F,D,1,2,1,1,2,1,1
1706,60,F,R,1,1,1,1,1,1,3
1707,82,F,R,1,2,2,2,2,2,2
1708,87,M,D,2,2,3,1,1,2,1
1709,40,M,I,2,4,1,1,2,3,3
1710,67,M,D,2,1,1,4,1,1,1
1711,87,F,D,1,1,1,1,1,1,1
1712,68,F,D,1,2,3,2,2,2,3
1713,78,M,I,4,1,1,1,1,3,3
1714,55,M,R,1,4,2,2,2,2,2
1715,74,F,D,1,1,1,1,1,3,1
1716,52,F,D,5,2,2,2,1,2,1
1717,80,F,R,2,1,3,1,1,2,3
1718,66,F,R,1,1,3,1,1,2,3
1719,65,M,I,4,1,3,1,1,1,3
1720,81,F,D,1,1,3,4,1,2,1
1721,59,F,R,1,2,2,2,2,2,2
1722,68,F,D,1,1,3,1,1,2,3
1723,40,F,D,1,1,3,1,1,2,1
1724,56,F,R,1,2,2,2,2,2,3
1725,87,M,D,1,1,1,1,1,3,1
1726,78,F,D,1,2,3,4,2,2,2
1727,44,F,I,1,4,2,2,2,2,3
1728,51,F,D,1,1,1,1,1,1,1
1729,56,F,R,1,2,2,2,2,2,2
1730,74,F,R,1,2,2,2,2,2,3
1731,83,M,D,1,1,1,1,1,1,1
1732,90,F,R,3,2,2,2,2,2,2
1733,87,M,R,1,2,2,2,2,2,2
1734,76,F,R,1,2,2,2,2,2,2
1735,68,M,R,1,2,2,2,2,2,2
1736,64,F,R,1,2,2,2,2,2,2
1737,65,M,D,1,1,1,1,1,2,3
1738,59,F,D,1,1,1,1,1,1,1
1739,77,F,D,1,2,3,1,2,2,1
1740,84,M,R,1,2,2,2,2,2,2
1741,48,F,R,2,1,2,2,1,2,2
1742,71,F,R,1,2,2,2,2,2,2
1743,65,F,I,1,2,2,2,2,2,3
1744,73,M,D,1,1,1,1,1,1,1
1745,66,F,D,1,1,1,1,1,1,1
1746,74,M,R,5,2,3,2,2,2,2
1747,50,M,R,1,2,2,2,2,2,2
1748,76,F,R,1,2,2,2,2,1,2
1749,78,F,R,1,1,2,1,1,1,2
1750,79,M,D,1,1,1,1,1,1,1
1751,71,F,D,3,4,5,4,3,3,4
1752,62,F,D,6,1,1,1,1,1,1
1753,80,F,R,1,4,2,2,2,2,2
1754,72,F,D,1,2,3,2,2,3,3
1755,90,F,R,3,1,3,1,1,1,3
1756,89,F,R,2,2,5,2,3,2,3
1757,63,F,I,1,1,1,1,1,2,3
1758,53,F,R,1,2,2,2,2,2,2
1759,68,F,R,1,2,3,2,2,2,3
1760,65,F,I,1,2,2,2,2,2,2
1761,72,M,R,1,2,1,1,2,2,2
1762,81,F,R,1,1,1,1,1,2,3
1763,66,F,D,1,1,1,1,1,3,1
1764,67,F,D,1,1,1,1,1,1,1
1765,76,F,R,1,1,1,1,1,1,1
1766,72,F,R,1,1,1,1,1,1,1
1767,53,F,R,1,2,2,2,2,2,2
1768,55,F,D,1,2,3,2,2,2,2
1769,49,M,R,1,2,3,1,2,2,2
1770,70,M,D,4,1,3,4,2,2,3
1771,62,M,D,1,1,1,1,1,1,1
1772,75,F,D,6,2,9,5,4,3,1
1773,70,F,D,1,4,3,2,2,2,1
1774,88,F,R,2,4,5,4,3,3,4
1775,72,F,I,1,1,1,1,1,1,1
1776,65,M,D,2,2,1,1,2,2,3
1777,56,M,R,1,2,3,2,2,3,3
1778,85,M,R,1,2,2,2,2,2,2
1779,92,F,R,1,2,2,2,2,2,2
1780,64,F,I,1,2,3,2,2,2,3
1781,81,F,R,2,1,1,2,1,2,3
1782,62,F,D,3,1,1,1,1,3,1
1783,78,F,D,1,2,3,2,2,2,1
1784,78,F,R,1,1,1,1,1,1,1
1785,57,M,D,6,1,5,1,1,1,1
1786,42,F,R,1,2,2,2,2,2,2
1787,62,F,R,3,4,5,2,3,3,2
1788,87,M,D,1,1,1,1,1,1,1
1789,77,F,D,2,1,3,2,1,2,1
1790,75,M,D,1,1,1,1,1,2,3
1791,57,M,D,1,1,1,1,1,1,1
1792,57,F,D,1,1,1,1,1,3,1
1793,93,F,R,2,1,1,2,1,3,1
1794,85,M,D,1,1,3,1,1,2,3
1795,76,M,R,1,1,1,1,1,3,2
1796,59,M,R,2,1,3,4,1,2,3
1797,62,F,D,1,2,4,4,1,2,3
1798,82,M,D,1,1,1,1,1,1,1
1799,78,F,R,2,4,5,2,3,2,3
1800,53,F,R,1,2,2,2,2,2,2
1801,50,F,D,1,1,1,1,1,1,1
1802,59,M,I,3,2,3,4,2,2,3
1803,67,F,D,1,1,1,1,1,1,3
1804,65,F,R,2,2,2,2,2,2,2
1805,77,M,R,1,2,2,2,2,2,2
1806,59,F,D,1,1,1,1,1,1,1
1807,80,F,D,1,1,1,1,1,1,1
1808,48,F,R,1,1,1,1,1,2,2
1809,88,M,D,1,1,1,1,1,1,1
1810,73,M,R,1,4,3,3,2,2,2
1811,58,F,D,3,1,1,1,1,1,1
1812,79,F,I,1,1,1,1,1,1,1
1813,69,F,R,1,1,3,1,1,2,3
1814,79,F,D,1,1,2,2,1,2,3
1815,70,F,I,2,2,1,1,2,2,3
1816,81,M,R,1,1,1,1,1,2,3
1817,65,F,R,2,2,3,1,2,2,3
1818,66,F,R,1,2,2,2,2,2,2
1819,70,F,R,1,1,1,1,1,2,2
1820,91,F,D,1,2,3,1,2,2,1
1821,59,M,I,1,1,3,1,1,2,3
1822,72,F,D,1,1,1,1,1,1,1
1823,68,F,D,1,1,1,1,1,2,1
1824,55,F,D,1,2,2,2,2,2,2
1825,68,F,D,1,2,2,2,2,2,3
1826,41,F,I,5,1,5,4,1,2,3
1827,55,M,D,1,1,1,1,1,1,1
1828,62,F,D,1,1,1,1,1,1,1
1829,60,F,R,1,2,3,2,2,2,2
1830,65,M,R,2,1,3,4,2,2,2
1831,62,F,R,1,2,2,2,2,2,2
1832,74,F,D,1,1,3,1,1,1,3
1833,69,F,D,3,2,2,2,2,2,3
1834,69,F,D,1,1,3,1,2,3,1
1835,71,M,R,1,2,2,2,2,2,2
1836,62,M,D,1,1,3,1,1,2,1
1837,89,M,D,2,1,1,1,3,3,3
1838,75,F,D,1,4,5,1,1,1,1
1839,52,M,D,3,2,3,2,2,2,3
1840,55,M,R,1,2,2,2,2,2,2
1841,67,M,D,1,1,1,1,1,2,1
1842,79,M,I,3,1,1,1,1,3,3
1843,92,F,D,1,1,1,1,1,1,1
1844,78,F,R,3,1,3,3,1,2,3
1845,64,M,D,1,1,1,1,1,1,1
1846,75,F,R,2,4,1,1,2,1,3
1847,83,F,R,1,2,3,2,2,2,3
1848,80,M,R,1,4,2,2,2,2,3
1849,62,F,R,1,2,2,2,2,2,2
1850,63,F,R,1,2,2,2,3,2,2
1851,54,F,D,1,1,1,1,1,1,1
1852,46,F,R,1,2,2,2,2,2,3
1853,53,M,D,2,1,2,2,1,2,1
1854,69,F,R,1,1,1,1,1,2,1
1855,79,F,R,1,1,1,1,1,2,3
1856,74,M,R,3,1,1,1,1,2,1
1857,72,F,D,1,1,1,1,1,1,1
1858,65,F,R,1,2,2,2,2,2,2
1859,96,M,R,1,1,1,1,1,1,1
1860,70,F,I,6,1,2,2,1,1,3
1861,92,F,R,1,2,2,2,3,2,2
1862,85,F,R,1,2,3,2,1,2,2
1863,57,F,R,1,2,2,2,2,1,2
1864,71,M,R,1,2,1,1,2,2,2
